,-77.922,-68.755,-59.588,-50.42,-41.253,-32.086,-22.918,-13.751,-4.584,4.584,13.751,22.918,32.086,41.253,50.42,59.588,68.755,77.922,hour
2023-01-01 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2023-01-01 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-01-01 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2023-01-01 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-01-01 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2023-01-01 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2023-01-01 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2023-01-01 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2023-01-01 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
2023-01-01 09:00,0.025423567156297733,0.027471534966125505,0.02939569594048841,0.031146896553656007,0.032680401627259464,0.03395703710980444,0.03494419079478858,0.03561664541364589,0.036437010639041735,0.037471038417158556,0.03812581771188153,0.038384621902444654,0.038240839723673405,0.037698144153617934,0.03677039858573749,0.03548130268250818,0.03386378695727719,0.03195917155003219,9
2023-01-01 10:00,0.04029516681695623,0.04352980756331973,0.04656890293404245,0.049334817921195005,0.05175689602810141,0.05377326422015842,0.05533241349831095,0.057186370409102176,0.0585391381849138,0.059312940731582345,0.05948801092780417,0.05905987652956788,0.05803947441556509,0.05645287119988593,0.0543405973490688,0.05175661181377281,0.04876692362400558,0.04544790565985339,10
2023-01-01 11:00,0.040899786149901945,0.04421098644055807,0.04732201306265884,0.0501533934932943,0.052739421202462174,0.05502440091432865,0.05683297360000904,0.05811893848668578,0.05884944504418606,0.059005832166007466,0.05858410487536854,0.0575950363786215,0.056063892859028415,0.054029788041163304,0.051544684013871904,0.04867206383619957,0.04548530983514402,0.0420658290223194,11
2023-01-01 12:00,0.037562307871874284,0.04074090646733081,0.04372814661165355,0.0464477179611377,0.04883014788740983,0.05081457618581855,0.052350309775729915,0.053398117677235006,0.05393123318352842,0.05393603762803024,0.05341240827912416,0.05237372147538976,0.05084651092123818,0.04886978987193727,0.046494054523103345,0.043779994063506744,0.04079694034345112,0.037621096762619606,12
2023-01-01 13:00,0.03144269367604584,0.03400421474347148,0.03638681011070788,0.03852961534684255,0.040377891563750726,0.041884423744708146,0.04301072687244907,0.043728029045605944,0.04401800646939521,0.043873251544893806,0.04329746209936301,0.04230534692364897,0.04092225002974797,0.03918350322703967,0.037194418307177284,0.03509952411572445,0.032797724071626774,0.03034781865426271,13
